occupation	courses_list
"Data Scientist, Identity Data Science at Oracle Data Cloud"	"['Applied Mathematics', 'Capital Markets and Data for Computational Finance', 'Financial Data Access with SQL, Excel, and VBA', 'Financial Data Modeling and Analysis in R', 'Financial Software Development and Integration with C++', 'Fixed Income Analytics and Portfolio Management', 'Introduction to Programming', 'Investment Science', 'Optimization Methods in Finance', 'Options and Derivatives']"
CS Graduate Student || Data Science	"['Algorithms and Data Structures', 'Computer Vision', 'Internet Computing', 'Parallel and Distributed Computing', 'Pattern Recognition']"
Actively looking for positions in software development and data science	"['Advanced Programming Techniques', 'Computational Problem Solving', 'Computer Networks', 'Data & Visual Analytics', 'Introduction to Database Systems', 'Machine Learning', 'Random Process']"
Senior Data Science Engineer	"['Big Data Systems in Practice', 'Graduate AI', 'Introduction to Machine Learning', 'MS Research Project', 'Machine Learning Signal Processing', 'Machine Learning for Text Mining', 'Neural Signal Processing', 'Pattern Recognition Theory']"
Actively seeking New Opportunities in Data Science/ Data Analytics /Machine Learning/ Deep Learning	"['Introduction to Applied Bayesian Statistics for Climate Research', 'Regiognal Climate Modelling Using WRF', 'Running the WRF Model on a Supercomputer', 'Statistics']"
Data Science Intern at Aspen Technology | Data Science | Data Engineering | Software Engineering | Software Testing	"['Business Intelligence', 'Database Applications Development', 'Database Management Systems and GUI Development', 'Database Technologies', 'Information Technology Policy and Strategy', 'Object Oriented Programming-I/II', 'Organization Behaviour and Interpersonal Communications', 'Simulation Modelling', 'Software Engineering', 'Statistical Methods for Data Science']"
Data Science Graduate Student	"['- Big Data Management', '- Introduction to Data Science', '- Statistical modals for Data Science', '- Statistics for Scientists and Engineers', 'Core Java', 'Database design and Management', 'Design and Analysis of Algorithms', 'Digital : Amazon Web Service(AWS) Cloud Computing', 'Digital : Apple Cocoa and Objective C', 'Digital : Internet of Things']"
Data Science Engineer in Flowcast	"['Algorithms', 'Algorithms and Data Structure', 'Artificial Intelligence', 'Computational Linear Algebra', 'Computer Network', 'Computer System', 'Computer System Architecture', 'Database System', 'Financial Math', 'Logical Programming']"
M.S. Data Science student at NYU	"['Applied Probability', 'Applied Statistics', 'Data Mining', 'Fundamental Algorithms', 'Mathematics of Finance', 'Numerical Methods with Financial Applications', 'Processing Big Data with Hadoop in Azure HDInsight', 'Statistical Computing', 'Stochastic Process']"
Director of data science at Intuit	"['Artificial Intelligence', 'Automatically Reasonaing Theory and Application', 'Connectionist Language Processing', 'Data and Knowledge Base System', 'Database', 'Distributed Database System', 'Intelligent Information System', 'Web Applications', 'Web Information System']"
Data Science + 1	"['Big Data for Health Informatics', 'Database Systems']"
Looking for full time position in the field of Data Science and Data Analytics to drive strategic decision making.	"['Advanced Data Structures and Algorithms', 'Advanced Statistical Methods', 'Advanced Topics: Data Science Project', 'Advanced Topics: Project Management', 'Applied Multivariate Analysis', 'Big Data Strategy', 'Business Intelligence', 'C & Data structures', 'Computer Aided Design / Computer Aided Manufacturing (CAD/CAM)', 'Computer Organization and Architecture']"
Data Science & Engineering | Graduate Student at Carnegie Mellon University	"['Cloud Computing', 'Data Mining', 'Data Structures for Application Programmers', 'Decision Making Under Uncertainity', 'Distributed Systems', 'Engineering Data Intensive Salable Systems', 'Exploring and Visualizing Data', 'Java', 'R for Analytics']"
Software Developer at T-Mobile	"['Applied graph Theory', 'Artificial intelligence', 'Big data', 'Computer Security', 'Data Science', 'Human Computer Interaction', 'Machine Learning', 'Network Science', 'Theory of Computer Science']"
CTO/Chief Data Scientist	"['Applied Statistics with SAS', 'Artificial Intelligence', 'Causal Inference and Missing Data', 'Critical Reading and Writing', 'Data Mining and Analysis', 'Introduction to Bayesian Inference: Hierarchical Models and Spatial Analysis', 'Machine Learning', 'Modern Applied Statistics: Learning', 'Paradigms for Computing with Data', 'Research Methods in Biostatistics']"
Graduate student in Data Science Institute	"['Big Data (Hadoop)', 'COMM Business Analytics', 'COMM Commercial Law', 'COMM Intermediate Accounting I', 'COMM Intermediate Corporate Finance', 'COMM Intermediate Investments', 'COMM Project Management', 'COMM Quantitative Finance']"
Data Science | Machine Learning | Analytics | Forecasting | Visualization	"['Advanced Quality Control', 'Business Data Mining', 'Design of Experiment', 'Industrial Design of Experiment', 'Lean Manufacturing', 'Location Optimization', 'Material Handling and Warehouse Management', 'Multiple Regression Analysis', 'Production and Inventory Control', 'Simulation Method and Application']"
Senior Analyst - Data & Science at The Home Depot	"['Advance Database Management System - Pl/SQL Programming', 'Algorithms and Data Structure', 'Apache Hadoop Eco-System', 'Application Data Integration', 'Application Engineering', 'Business Analysis', 'Data Warehousing and Business Intelligence', 'Database Management System - SQL Programming', 'Enterprise Data Modelling', 'HealthCare System']"
"Data Scientist, Identity Data Science at Oracle Data Cloud"	"['Applied Mathematics', 'Capital Markets and Data for Computational Finance', 'Financial Data Access with SQL, Excel, and VBA', 'Financial Data Modeling and Analysis in R', 'Financial Software Development and Integration with C++', 'Fixed Income Analytics and Portfolio Management', 'Introduction to Programming', 'Investment Science', 'Optimization Methods in Finance', 'Options and Derivatives']"
CS Graduate Student || Data Science	"['Algorithms and Data Structures', 'Computer Vision', 'Internet Computing', 'Parallel and Distributed Computing', 'Pattern Recognition']"
Actively looking for positions in software development and data science	"['Advanced Programming Techniques', 'Computational Problem Solving', 'Computer Networks', 'Data & Visual Analytics', 'Introduction to Database Systems', 'Machine Learning', 'Random Process']"
Senior Data Science Engineer	"['Big Data Systems in Practice', 'Graduate AI', 'Introduction to Machine Learning', 'MS Research Project', 'Machine Learning Signal Processing', 'Machine Learning for Text Mining', 'Neural Signal Processing', 'Pattern Recognition Theory']"
Actively seeking New Opportunities in Data Science/ Data Analytics /Machine Learning/ Deep Learning	"['Introduction to Applied Bayesian Statistics for Climate Research', 'Regiognal Climate Modelling Using WRF', 'Running the WRF Model on a Supercomputer', 'Statistics']"
Computer Science Graduate | Data Science Analyst	"['Algorithms and Complexity', 'Data Structures', 'Data Visualization', 'Database Design', 'Database Systems', 'Fundamentals of Algorithms', 'Graph Algorithms and Applications', 'Object Oriented Programming', 'Scalable Data Analysis', 'Software Engineering']"
Data Science Intern at Aspen Technology | Data Science | Data Engineering | Software Engineering | Software Testing	"['Business Intelligence', 'Database Applications Development', 'Database Management Systems and GUI Development', 'Database Technologies', 'Information Technology Policy and Strategy', 'Object Oriented Programming-I/II', 'Organization Behaviour and Interpersonal Communications', 'Simulation Modelling', 'Software Engineering', 'Statistical Methods for Data Science']"
Data Science Graduate Student	"['- Big Data Management', '- Introduction to Data Science', '- Statistical modals for Data Science', '- Statistics for Scientists and Engineers', 'Core Java', 'Database design and Management', 'Design and Analysis of Algorithms', 'Digital : Amazon Web Service(AWS) Cloud Computing', 'Digital : Apple Cocoa and Objective C', 'Digital : Internet of Things']"
Data Science Engineer in Flowcast	"['Algorithms', 'Algorithms and Data Structure', 'Artificial Intelligence', 'Computational Linear Algebra', 'Computer Network', 'Computer System', 'Computer System Architecture', 'Database System', 'Financial Math', 'Logical Programming']"
M.S. Data Science student at NYU	"['Applied Probability', 'Applied Statistics', 'Data Mining', 'Fundamental Algorithms', 'Mathematics of Finance', 'Numerical Methods with Financial Applications', 'Processing Big Data with Hadoop in Azure HDInsight', 'Statistical Computing', 'Stochastic Process']"
Director of data science at Intuit	"['Artificial Intelligence', 'Automatically Reasonaing Theory and Application', 'Connectionist Language Processing', 'Data and Knowledge Base System', 'Database', 'Distributed Database System', 'Intelligent Information System', 'Web Applications', 'Web Information System']"
Data Science + 1	"['Big Data for Health Informatics', 'Database Systems']"
Looking for full time position in the field of Data Science and Data Analytics to drive strategic decision making.	"['Advanced Data Structures and Algorithms', 'Advanced Statistical Methods', 'Advanced Topics: Data Science Project', 'Advanced Topics: Project Management', 'Applied Multivariate Analysis', 'Big Data Strategy', 'Business Intelligence', 'C & Data structures', 'Computer Aided Design / Computer Aided Manufacturing (CAD/CAM)', 'Computer Organization and Architecture']"
Data Science & Engineering | Graduate Student at Carnegie Mellon University	"['Cloud Computing', 'Data Mining', 'Data Structures for Application Programmers', 'Decision Making Under Uncertainity', 'Distributed Systems', 'Engineering Data Intensive Salable Systems', 'Exploring and Visualizing Data', 'Java', 'R for Analytics']"
Software Developer at T-Mobile	"['Applied graph Theory', 'Artificial intelligence', 'Big data', 'Computer Security', 'Data Science', 'Human Computer Interaction', 'Machine Learning', 'Network Science', 'Theory of Computer Science']"
CTO/Chief Data Scientist	"['Applied Statistics with SAS', 'Artificial Intelligence', 'Causal Inference and Missing Data', 'Critical Reading and Writing', 'Data Mining and Analysis', 'Introduction to Bayesian Inference: Hierarchical Models and Spatial Analysis', 'Machine Learning', 'Modern Applied Statistics: Learning', 'Paradigms for Computing with Data', 'Research Methods in Biostatistics']"
Graduate student in Data Science Institute	"['Big Data (Hadoop)', 'COMM Business Analytics', 'COMM Commercial Law', 'COMM Intermediate Accounting I', 'COMM Intermediate Corporate Finance', 'COMM Intermediate Investments', 'COMM Project Management', 'COMM Quantitative Finance']"
Data Science | Machine Learning | Analytics | Forecasting | Visualization	"['Advanced Quality Control', 'Business Data Mining', 'Design of Experiment', 'Industrial Design of Experiment', 'Lean Manufacturing', 'Location Optimization', 'Material Handling and Warehouse Management', 'Multiple Regression Analysis', 'Production and Inventory Control', 'Simulation Method and Application']"
Senior Analyst - Data & Science at The Home Depot	"['Advance Database Management System - Pl/SQL Programming', 'Algorithms and Data Structure', 'Apache Hadoop Eco-System', 'Application Data Integration', 'Application Engineering', 'Business Analysis', 'Data Warehousing and Business Intelligence', 'Database Management System - SQL Programming', 'Enterprise Data Modelling', 'HealthCare System']"
"Data Scientist, Identity Data Science at Oracle Data Cloud"	"['Applied Mathematics', 'Capital Markets and Data for Computational Finance', 'Financial Data Access with SQL, Excel, and VBA', 'Financial Data Modeling and Analysis in R', 'Financial Software Development and Integration with C++', 'Fixed Income Analytics and Portfolio Management', 'Introduction to Programming', 'Investment Science', 'Optimization Methods in Finance', 'Options and Derivatives']"
CS Graduate Student || Data Science	"['Algorithms and Data Structures', 'Computer Vision', 'Internet Computing', 'Parallel and Distributed Computing', 'Pattern Recognition']"
Actively looking for positions in software development and data science	"['Advanced Programming Techniques', 'Computational Problem Solving', 'Computer Networks', 'Data & Visual Analytics', 'Introduction to Database Systems', 'Machine Learning', 'Random Process']"
Senior Data Science Engineer	"['Big Data Systems in Practice', 'Graduate AI', 'Introduction to Machine Learning', 'MS Research Project', 'Machine Learning Signal Processing', 'Machine Learning for Text Mining', 'Neural Signal Processing', 'Pattern Recognition Theory']"
Actively seeking New Opportunities in Data Science/ Data Analytics /Machine Learning/ Deep Learning	"['Introduction to Applied Bayesian Statistics for Climate Research', 'Regiognal Climate Modelling Using WRF', 'Running the WRF Model on a Supercomputer', 'Statistics']"
Computer Science Graduate | Data Science Analyst	"['Algorithms and Complexity', 'Data Structures', 'Data Visualization', 'Database Design', 'Database Systems', 'Fundamentals of Algorithms', 'Graph Algorithms and Applications', 'Object Oriented Programming', 'Scalable Data Analysis', 'Software Engineering']"
"Data Analyst, Analytics & Data Science at Nor1"	"['Accounting, Managerial accounting and financial management & Cost Control', 'Advanced Presentational Speaking', 'Applied Regression Analysis', 'Business Etiquette for Managers', 'Data Mining', 'Data Visualization', 'Database Systems', 'Design of Experiment', 'Development of Creativity Skills in Research Methodology', 'Ecuador and Peru Study Abroad']"
Data Science Intern at Aspen Technology | Data Science | Data Engineering | Software Engineering | Software Testing	"['Business Intelligence', 'Database Applications Development', 'Database Management Systems and GUI Development', 'Database Technologies', 'Information Technology Policy and Strategy', 'Object Oriented Programming-I/II', 'Organization Behaviour and Interpersonal Communications', 'Simulation Modelling', 'Software Engineering', 'Statistical Methods for Data Science']"
Data Science Graduate Student	"['- Big Data Management', '- Introduction to Data Science', '- Statistical modals for Data Science', '- Statistics for Scientists and Engineers', 'Core Java', 'Database design and Management', 'Design and Analysis of Algorithms', 'Digital : Amazon Web Service(AWS) Cloud Computing', 'Digital : Apple Cocoa and Objective C', 'Digital : Internet of Things']"
Data Science Engineer in Flowcast	"['Algorithms', 'Algorithms and Data Structure', 'Artificial Intelligence', 'Computational Linear Algebra', 'Computer Network', 'Computer System', 'Computer System Architecture', 'Database System', 'Financial Math', 'Logical Programming']"
M.S. Data Science student at NYU	"['Applied Probability', 'Applied Statistics', 'Data Mining', 'Fundamental Algorithms', 'Mathematics of Finance', 'Numerical Methods with Financial Applications', 'Processing Big Data with Hadoop in Azure HDInsight', 'Statistical Computing', 'Stochastic Process']"
Director of data science at Intuit	"['Artificial Intelligence', 'Automatically Reasonaing Theory and Application', 'Connectionist Language Processing', 'Data and Knowledge Base System', 'Database', 'Distributed Database System', 'Intelligent Information System', 'Web Applications', 'Web Information System']"
Data Science + 1	"['Big Data for Health Informatics', 'Database Systems']"
Looking for full time position in the field of Data Science and Data Analytics to drive strategic decision making.	"['Advanced Data Structures and Algorithms', 'Advanced Statistical Methods', 'Advanced Topics: Data Science Project', 'Advanced Topics: Project Management', 'Applied Multivariate Analysis', 'Big Data Strategy', 'Business Intelligence', 'C & Data structures', 'Computer Aided Design / Computer Aided Manufacturing (CAD/CAM)', 'Computer Organization and Architecture']"
Data Science & Engineering | Graduate Student at Carnegie Mellon University	"['Cloud Computing', 'Data Mining', 'Data Structures for Application Programmers', 'Decision Making Under Uncertainity', 'Distributed Systems', 'Engineering Data Intensive Salable Systems', 'Exploring and Visualizing Data', 'Java', 'R for Analytics']"
Software Developer at T-Mobile	"['Applied graph Theory', 'Artificial intelligence', 'Big data', 'Computer Security', 'Data Science', 'Human Computer Interaction', 'Machine Learning', 'Network Science', 'Theory of Computer Science']"
CTO/Chief Data Scientist	"['Applied Statistics with SAS', 'Artificial Intelligence', 'Causal Inference and Missing Data', 'Critical Reading and Writing', 'Data Mining and Analysis', 'Introduction to Bayesian Inference: Hierarchical Models and Spatial Analysis', 'Machine Learning', 'Modern Applied Statistics: Learning', 'Paradigms for Computing with Data', 'Research Methods in Biostatistics']"
Graduate student in Data Science Institute	"['Big Data (Hadoop)', 'COMM Business Analytics', 'COMM Commercial Law', 'COMM Intermediate Accounting I', 'COMM Intermediate Corporate Finance', 'COMM Intermediate Investments', 'COMM Project Management', 'COMM Quantitative Finance']"
Data Science | Machine Learning | Analytics | Forecasting | Visualization	"['Advanced Quality Control', 'Business Data Mining', 'Design of Experiment', 'Industrial Design of Experiment', 'Lean Manufacturing', 'Location Optimization', 'Material Handling and Warehouse Management', 'Multiple Regression Analysis', 'Production and Inventory Control', 'Simulation Method and Application']"
Senior Analyst - Data & Science at The Home Depot	"['Advance Database Management System - Pl/SQL Programming', 'Algorithms and Data Structure', 'Apache Hadoop Eco-System', 'Application Data Integration', 'Application Engineering', 'Business Analysis', 'Data Warehousing and Business Intelligence', 'Database Management System - SQL Programming', 'Enterprise Data Modelling', 'HealthCare System']"
"Data Scientist, Identity Data Science at Oracle Data Cloud"	"['Applied Mathematics', 'Capital Markets and Data for Computational Finance', 'Financial Data Access with SQL, Excel, and VBA', 'Financial Data Modeling and Analysis in R', 'Financial Software Development and Integration with C++', 'Fixed Income Analytics and Portfolio Management', 'Introduction to Programming', 'Investment Science', 'Optimization Methods in Finance', 'Options and Derivatives']"
CS Graduate Student || Data Science	"['Algorithms and Data Structures', 'Computer Vision', 'Internet Computing', 'Parallel and Distributed Computing', 'Pattern Recognition']"
Actively looking for positions in software development and data science	"['Advanced Programming Techniques', 'Computational Problem Solving', 'Computer Networks', 'Data & Visual Analytics', 'Introduction to Database Systems', 'Machine Learning', 'Random Process']"
Senior Data Science Engineer	"['Big Data Systems in Practice', 'Graduate AI', 'Introduction to Machine Learning', 'MS Research Project', 'Machine Learning Signal Processing', 'Machine Learning for Text Mining', 'Neural Signal Processing', 'Pattern Recognition Theory']"
Actively seeking New Opportunities in Data Science/ Data Analytics /Machine Learning/ Deep Learning	"['Introduction to Applied Bayesian Statistics for Climate Research', 'Regiognal Climate Modelling Using WRF', 'Running the WRF Model on a Supercomputer', 'Statistics']"
Computer Science Graduate | Data Science Analyst	"['Algorithms and Complexity', 'Data Structures', 'Data Visualization', 'Database Design', 'Database Systems', 'Fundamentals of Algorithms', 'Graph Algorithms and Applications', 'Object Oriented Programming', 'Scalable Data Analysis', 'Software Engineering']"
"Data Analyst, Analytics & Data Science at Nor1"	"['Accounting, Managerial accounting and financial management & Cost Control', 'Advanced Presentational Speaking', 'Applied Regression Analysis', 'Business Etiquette for Managers', 'Data Mining', 'Data Visualization', 'Database Systems', 'Design of Experiment', 'Development of Creativity Skills in Research Methodology', 'Ecuador and Peru Study Abroad']"
Data Scientist	"['Advanced Statistical Analysis', 'Data Exploration, Feature Engineering, & Statistics for Data Scientists', 'Distributed and Scalable Data Engineering', 'Leadership for Data Scientists', 'Machine Learning 2 - Deep Learning, Neural Networks', 'Machine Learning and Data Analysis l', 'Mathematics for Data Scientists', 'Natural Language Processing']"
Data Science Intern at Aspen Technology | Data Science | Data Engineering | Software Engineering | Software Testing	"['Business Intelligence', 'Database Applications Development', 'Database Management Systems and GUI Development', 'Database Technologies', 'Information Technology Policy and Strategy', 'Object Oriented Programming-I/II', 'Organization Behaviour and Interpersonal Communications', 'Simulation Modelling', 'Software Engineering', 'Statistical Methods for Data Science']"
Data Science Graduate Student	"['- Big Data Management', '- Introduction to Data Science', '- Statistical modals for Data Science', '- Statistics for Scientists and Engineers', 'Core Java', 'Database design and Management', 'Design and Analysis of Algorithms', 'Digital : Amazon Web Service(AWS) Cloud Computing', 'Digital : Apple Cocoa and Objective C', 'Digital : Internet of Things']"
Data Science Engineer in Flowcast	"['Algorithms', 'Algorithms and Data Structure', 'Artificial Intelligence', 'Computational Linear Algebra', 'Computer Network', 'Computer System', 'Computer System Architecture', 'Database System', 'Financial Math', 'Logical Programming']"
M.S. Data Science student at NYU	"['Applied Probability', 'Applied Statistics', 'Data Mining', 'Fundamental Algorithms', 'Mathematics of Finance', 'Numerical Methods with Financial Applications', 'Processing Big Data with Hadoop in Azure HDInsight', 'Statistical Computing', 'Stochastic Process']"
Director of data science at Intuit	"['Artificial Intelligence', 'Automatically Reasonaing Theory and Application', 'Connectionist Language Processing', 'Data and Knowledge Base System', 'Database', 'Distributed Database System', 'Intelligent Information System', 'Web Applications', 'Web Information System']"
Data Science + 1	"['Big Data for Health Informatics', 'Database Systems']"
Looking for full time position in the field of Data Science and Data Analytics to drive strategic decision making.	"['Advanced Data Structures and Algorithms', 'Advanced Statistical Methods', 'Advanced Topics: Data Science Project', 'Advanced Topics: Project Management', 'Applied Multivariate Analysis', 'Big Data Strategy', 'Business Intelligence', 'C & Data structures', 'Computer Aided Design / Computer Aided Manufacturing (CAD/CAM)', 'Computer Organization and Architecture']"
Data Science & Engineering | Graduate Student at Carnegie Mellon University	"['Cloud Computing', 'Data Mining', 'Data Structures for Application Programmers', 'Decision Making Under Uncertainity', 'Distributed Systems', 'Engineering Data Intensive Salable Systems', 'Exploring and Visualizing Data', 'Java', 'R for Analytics']"
Software Developer at T-Mobile	"['Applied graph Theory', 'Artificial intelligence', 'Big data', 'Computer Security', 'Data Science', 'Human Computer Interaction', 'Machine Learning', 'Network Science', 'Theory of Computer Science']"
CTO/Chief Data Scientist	"['Applied Statistics with SAS', 'Artificial Intelligence', 'Causal Inference and Missing Data', 'Critical Reading and Writing', 'Data Mining and Analysis', 'Introduction to Bayesian Inference: Hierarchical Models and Spatial Analysis', 'Machine Learning', 'Modern Applied Statistics: Learning', 'Paradigms for Computing with Data', 'Research Methods in Biostatistics']"
Graduate student in Data Science Institute	"['Big Data (Hadoop)', 'COMM Business Analytics', 'COMM Commercial Law', 'COMM Intermediate Accounting I', 'COMM Intermediate Corporate Finance', 'COMM Intermediate Investments', 'COMM Project Management', 'COMM Quantitative Finance']"
Data Science | Machine Learning | Analytics | Forecasting | Visualization	"['Advanced Quality Control', 'Business Data Mining', 'Design of Experiment', 'Industrial Design of Experiment', 'Lean Manufacturing', 'Location Optimization', 'Material Handling and Warehouse Management', 'Multiple Regression Analysis', 'Production and Inventory Control', 'Simulation Method and Application']"
Senior Analyst - Data & Science at The Home Depot	"['Advance Database Management System - Pl/SQL Programming', 'Algorithms and Data Structure', 'Apache Hadoop Eco-System', 'Application Data Integration', 'Application Engineering', 'Business Analysis', 'Data Warehousing and Business Intelligence', 'Database Management System - SQL Programming', 'Enterprise Data Modelling', 'HealthCare System']"
"Data Scientist, Identity Data Science at Oracle Data Cloud"	"['Applied Mathematics', 'Capital Markets and Data for Computational Finance', 'Financial Data Access with SQL, Excel, and VBA', 'Financial Data Modeling and Analysis in R', 'Financial Software Development and Integration with C++', 'Fixed Income Analytics and Portfolio Management', 'Introduction to Programming', 'Investment Science', 'Optimization Methods in Finance', 'Options and Derivatives']"
CS Graduate Student || Data Science	"['Algorithms and Data Structures', 'Computer Vision', 'Internet Computing', 'Parallel and Distributed Computing', 'Pattern Recognition']"
Actively looking for positions in software development and data science	"['Advanced Programming Techniques', 'Computational Problem Solving', 'Computer Networks', 'Data & Visual Analytics', 'Introduction to Database Systems', 'Machine Learning', 'Random Process']"
Senior Data Science Engineer	"['Big Data Systems in Practice', 'Graduate AI', 'Introduction to Machine Learning', 'MS Research Project', 'Machine Learning Signal Processing', 'Machine Learning for Text Mining', 'Neural Signal Processing', 'Pattern Recognition Theory']"
Actively seeking New Opportunities in Data Science/ Data Analytics /Machine Learning/ Deep Learning	"['Introduction to Applied Bayesian Statistics for Climate Research', 'Regiognal Climate Modelling Using WRF', 'Running the WRF Model on a Supercomputer', 'Statistics']"
Computer Science Graduate | Data Science Analyst	"['Algorithms and Complexity', 'Data Structures', 'Data Visualization', 'Database Design', 'Database Systems', 'Fundamentals of Algorithms', 'Graph Algorithms and Applications', 'Object Oriented Programming', 'Scalable Data Analysis', 'Software Engineering']"
"Data Analyst, Analytics & Data Science at Nor1"	"['Accounting, Managerial accounting and financial management & Cost Control', 'Advanced Presentational Speaking', 'Applied Regression Analysis', 'Business Etiquette for Managers', 'Data Mining', 'Data Visualization', 'Database Systems', 'Design of Experiment', 'Development of Creativity Skills in Research Methodology', 'Ecuador and Peru Study Abroad']"
Data Scientist	"['Advanced Statistical Analysis', 'Data Exploration, Feature Engineering, & Statistics for Data Scientists', 'Distributed and Scalable Data Engineering', 'Leadership for Data Scientists', 'Machine Learning 2 - Deep Learning, Neural Networks', 'Machine Learning and Data Analysis l', 'Mathematics for Data Scientists', 'Natural Language Processing']"
Data Scientist | M.A in Statistics at Columbia University | Looking for full-time opportunity in data science field	"['Concepts in Computing with Data', 'Concepts of Statistics [Mathematical Statistics and Data Analysis]', 'Introduction to Statistical Computing', 'Linear Modelling: Theory and Applications', 'Reproducible and Collaborative Statistical Data Science']"
